epoch,iteration,elapsed_time,main/loss,validation/main/loss,main/accuracy,validation/main/accuracy
0,0,4.454003063999949, ,185458128.0, ,0.32997211813926697
0,1,5.088213950999943,299088.8125, ,0.4450797736644745, 
0,2,5.500588802999914,346528.96875, ,0.41647788882255554, 
0,3,5.916791004999936,356626.03125, ,0.4349593222141266, 
0,4,6.332534381999949,342538.40625, ,0.4874690771102905, 
0,5,6.743556732999991,270759.8125, ,0.569897472858429, 
0,6,7.156988644999956,271241.625, ,0.5518815517425537, 
0,7,7.5681411839999555,262141.890625, ,0.5473242402076721, 
0,8,7.981889119999892,272029.96875, ,0.5940527319908142, 
0,9,8.395696333999922,219938.296875, ,0.65607750415802, 
0,10,8.808866379999927,256082.578125, ,0.64036625623703, 
0,11,9.20799608099992,286586.75, ,0.5669417381286621, 
0,12,9.611282297999992,336056.75, ,0.5613378882408142, 
0,13,10.013229336999984,271339.96875, ,0.6264127492904663, 
0,14,10.42361658599998,234300.5, ,0.6870312690734863, 
0,15,10.828164582999989,212868.46875, ,0.7321321964263916, 
0,16,11.23137502499992,223810.0625, ,0.7669987082481384, 
0,17,11.6345702079999,232949.625, ,0.629112958908081, 
0,18,12.047388019999971,201345.5, ,0.7749137282371521, 
0,19,12.46000616899994,211415.234375, ,0.7737207412719727, 
0,20,12.873484902999962,224934.09375, ,0.6582307815551758, 
0,21,13.291087566999977,213064.265625, ,0.7212207317352295, 
0,22,13.695179731999929,201510.296875, ,0.7979573607444763, 
0,23,14.108663706999891,219239.78125, ,0.6658219695091248, 
0,24,14.52621219799994,163609.0625, ,0.8168408274650574, 
0,25,14.9381416519999,184469.140625, ,0.7192285060882568, 
0,26,15.342091673999903,198210.109375, ,0.6976790428161621, 
0,27,15.767622269999947,180116.4375, ,0.8037402629852295, 
0,28,16.184701081999947,183132.71875, ,0.8267790079116821, 
0,29,16.598900693999894,193986.8125, ,0.7034261226654053, 
0,30,17.01628734999997,172411.609375, ,0.7594905495643616, 
0,31,17.429275121999922,266143.4375, ,0.712084949016571, 
0,32,17.848432165999952,158658.765625, ,0.7971875071525574, 
0,33,18.26420004399995,164776.765625, ,0.7701888084411621, 
0,34,18.675469299999918,153284.859375, ,0.8717985153198242, 
0,35,19.09163176499999,167996.53125, ,0.77656090259552, 
0,36,19.50897221199989,162522.265625, ,0.8652327656745911, 
0,37,19.93269881599997,179390.0625, ,0.8743701577186584, 
0,38,20.354905946999907,177001.09375, ,0.8750081658363342, 
0,39,20.771173903999966,164829.21875, ,0.8853157758712769, 
0,40,21.1767209919999,142720.90625, ,0.8987321257591248, 
0,41,21.594097940999973,152079.296875, ,0.797278642654419, 
0,42,22.00828844399996,163981.4375, ,0.8030762076377869, 
0,43,22.414067209999985,158424.0, ,0.8161197900772095, 
0,44,22.83295322999993,127597.609375, ,0.8976139426231384, 
0,45,23.236987131999967,156023.6875, ,0.786765992641449, 
0,46,23.659161413999982,165881.375, ,0.802929699420929, 
0,47,24.084725215999924,152049.71875, ,0.8889583349227905, 
0,48,24.487879989999897,198396.0, ,0.8773584365844727, 
0,49,24.90764645999991,139330.21875, ,0.9230484962463379, 
0,50,25.324155883999993,113472.796875, ,0.9172803163528442, 
0,51,25.73636446699993,128501.140625, ,0.8420735597610474, 
0,52,26.155493315999934,115438.28125, ,0.9243473410606384, 
0,53,26.574621088999947,271662.625, ,0.752062201499939, 
0,54,26.99237550299995,128250.5703125, ,0.8611588478088379, 
0,55,27.39966703799996,118254.6015625, ,0.8761475086212158, 
0,56,27.80601035099994,103750.1484375, ,0.9193863868713379, 
0,57,28.226145420999956,122435.421875, ,0.8663053512573242, 
0,58,28.640211666999903,138762.328125, ,0.8850520849227905, 
0,59,29.059156781999945,126089.234375, ,0.9212565422058105, 
0,60,29.464015560999997,95665.765625, ,0.9323665499687195, 
0,61,29.884103713999934,106036.515625, ,0.912706732749939, 
0,62,30.289029735999975,121074.8515625, ,0.9014551043510437, 
0,63,30.713791889999925,99382.921875, ,0.9337728023529053, 
0,64,31.132874632999915,109834.6171875, ,0.9065999388694763, 
0,65,31.554195954999955,102885.453125, ,0.9274723529815674, 
0,66,31.972176997999895,133507.546875, ,0.877026379108429, 
0,67,32.38048103099993,132531.34375, ,0.8845849633216858, 
0,68,32.7971442679999,90717.890625, ,0.9365788102149963, 
0,69,33.216313836999916,165714.5, ,0.7772607803344727, 
0,70,33.63477779199991,111208.234375, ,0.8754655122756958, 
0,71,34.044777456999896,168375.8125, ,0.7723893523216248, 
0,72,34.45600476899995,127850.828125, ,0.9168538451194763, 
0,73,34.86310187899994,134665.96875, ,0.8441813588142395, 
0,74,35.270950881999966,139437.875, ,0.8480257391929626, 
0,75,35.690461650999964,128354.7265625, ,0.8923665285110474, 
0,76,36.11165301999995,115870.703125, ,0.9180550575256348, 
0,77,36.53788008999993,106161.0703125, ,0.8918359875679016, 
0,78,36.94724608899992,139539.59375, ,0.9139860272407532, 
0,79,37.358491658999924,114364.5703125, ,0.8837988376617432, 
